Date,AABA_Close,AABA_Volume,AAPL_Close,AAPL_Volume,AMZN_Close,AMZN_Volume,AXP_Close,AXP_Volume,BA_Close,BA_Volume,CAT_Close,CAT_Volume,CSCO_Close,CSCO_Volume,GE_Close,GE_Volume,GOOGL_Close,GOOGL_Volume,IBM_Close,IBM_Volume,MSFT_Close,MSFT_Volume,XOM_Close,XOM_Volume
20/02/2007,32.01,20031440,12.27,154491757,41.51,8909809,58.71,4483200,91.03,3940500,67.93,6964300,27.66,40820936,36.11,23545900,236.29,4069032,99.35,4124200,28.83,53990360,74.87,15841200
21/02/2007,31.65,28005578,12.74,289010190,41.26,4508515,58.53,2681100,90.96,4971700,68.21,7225500,27.38,35562745,35.91,34672700,238.17,5643426,99.09,4302400,29.35,68619197,74.78,17890400
22/02/2007,31.6,15492646,12.79,209711292,41,4930195,58.15,3855300,90.58,3176500,67.78,4989400,27.4,40369507,35.4,37669600,238.16,5747347,98.5,5902500,29.39,57768782,75.08,17165900
23/02/2007,32.1,21562255,12.72,129581193,40.78,6155674,58.02,3575400,90.28,2342400,67.26,3777800,27.51,40705965,35.1,38160500,235.55,3885580,97.73,6357000,28.9,63863757,75.22,17752100
26/02/2007,32.12,28394245,12.66,154256942,40.88,4041247,57.14,4242715,88.93,4537877,67.26,3990310,27.24,37786651,35.34,28913542,232.7,3990296,96.91,5923691,29.07,63532504,75.4,17803537
27/02/2007,30.95,31576938,11.99,287027349,38.83,8873794,55.59,11259700,87.2,5981100,64.83,10824700,25.71,79035504,34.66,63410400,224.61,9338828,93.96,12071500,27.87,87693760,71.83,34978200
28/02/2007,30.86,30547933,12.09,230020119,39.14,7699344,56.87,11590800,87.26,6063900,64.43,9558400,25.94,63845592,34.91,50731500,224.95,8046584,92.94,12191600,28.17,86532702,71.68,55738200
01/03/2007,30.86,24027561,12.44,353965528,38.85,9255868,56.55,8759784,87.85,5151841,63.9,7994165,25.85,70372023,35,51384815,224.34,8689893,92.27,12865732,28.09,80179110,70.99,39441662
02/03/2007,30.42,18137552,12.2,215024215,37.69,7788002,55.44,7281000,87.03,4307500,63.04,6037500,25.3,68611508,34.87,45185300,219.56,6585824,90.9,9451500,27.76,63256301,70.01,27456100
05/03/2007,30.31,21486633,12.33,209992846,37.05,9572584,54.9,6491800,87.02,3794000,63.17,6722500,25.46,60065235,34.55,32914000,220.69,6359581,91.81,10334713,27.55,56465969,70.12,33097500
06/03/2007,30.8,33490548,12.6,180930456,38.58,12856567,56.37,8311400,87.82,3322000,63.62,5360600,25.96,51849523,34.72,34000975,229,7537169,93.8,9184500,27.83,49383753,71,26657400
07/03/2007,30.39,16021518,12.53,156606688,38.36,8644609,55.86,5464100,88.71,5205900,64.23,5284300,25.87,65493489,34.33,38994800,228.05,6534977,93.94,10269300,27.61,52046394,71.64,31566000
08/03/2007,30.71,13717076,12.57,127845900,38.1,7629786,56.82,5424500,88.89,2811500,64.3,4206200,26.15,43880139,34.45,29125000,227.59,5363496,93,7404500,27.32,72214365,71.85,27405800
09/03/2007,29.12,72786372,12.57,113025101,38.84,6202503,56.9,3819800,89.51,2820600,64.4,3267700,26.08,39310540,34.32,34232884,226.71,4977644,93.28,6333100,27.29,80122802,71.12,28671000
12/03/2007,29.99,36048732,12.84,182399553,38.81,4879546,56.71,3702294,91.2,5964300,64.57,4949100,26.17,29197073,34.44,30206700,227.6,3467969,94.11,5531300,27.44,36516423,70.84,20152000
13/03/2007,29.56,18263793,12.63,216963558,37.82,5204016,54.75,7980226,89.45,5247900,63.34,6297900,25.5,58047214,34.09,38898100,221.74,6378634,92.71,7539100,26.72,75169093,69.91,27378900
14/03/2007,29.86,23604830,12.86,199145982,38.08,8591814,55.71,10665564,89.98,4027900,63.64,6611900,25.85,53373166,34.31,40571132,224.22,8021553,93.76,8714065,27.4,75730227,71.02,30053900
15/03/2007,30.06,15440846,12.8,139874049,37.78,7265614,56.11,8899200,91.04,3513885,63.46,4547500,25.81,38349248,34.52,35825405,223.32,3947143,93.45,5910149,27.28,51757061,70.69,23542100
16/03/2007,29.88,19801762,12.8,142940707,37.85,6866246,55.55,7967573,90,5815100,63.16,5242507,25.99,49915600,34.36,44822800,220.65,5669244,93.25,8733050,27.33,65076150,69.86,46786579
19/03/2007,30.03,9989268,13.02,178300199,38.45,4226510,56.04,6295000,90.32,3568338,64.17,5076102,26.3,37548756,34.67,26531520,223.84,5200733,93.99,4568062,27.83,49415710,71.1,23185354
20/03/2007,30.33,12206503,13.07,122318448,38.58,3803209,56.26,3857400,90.16,3485800,64.86,4730800,26.34,43998719,34.77,28264409,222.86,3422340,94.5,4560000,27.84,47923954,72,23684171
21/03/2007,31.29,26675075,13.41,171861921,39.8,4998813,57.49,7200015,90.8,4230099,66.21,5865424,26.79,44315237,35.48,50436056,228.5,5801900,95.36,7665695,28.52,75796234,73.23,28800445
22/03/2007,31.26,13249801,13.42,141322034,39.49,5386403,57.44,5546073,90.57,3708100,66.54,4810807,26.37,38320780,35.81,35702380,231.25,5727728,95.19,5993550,28.27,49515105,74.36,28399915
23/03/2007,31.36,12729466,13.36,112838579,38.98,2941846,57.43,3505600,90.98,2304666,66.88,4127197,26.19,31208588,35.82,33464896,231.15,4114854,95.03,4412483,28.02,50528208,75.02,26378394
26/03/2007,31.66,12910493,13.69,216414128,39.01,3521180,57.2,3708770,90.83,3272982,66.84,7726878,26.34,44670791,36,29675875,232.73,4711009,95,6729345,28.22,47491974,75.47,27548710
27/03/2007,31.55,9417042,13.64,233172905,39.37,3994537,56.43,5419500,90.52,2687815,66.88,4266800,25.93,39235728,35.79,29679655,232.04,3742166,94.73,4695800,27.72,58981972,75.71,21799197
28/03/2007,31.41,13511907,13.32,237348986,39.34,6227918,55.86,7592740,89.45,4497400,66.24,4428700,25.7,43903012,35.55,41421817,231.17,4641156,94.26,8128557,27.64,49030833,75.56,24725354
29/03/2007,31.34,13815388,13.39,181498436,39.81,6406583,56.46,4587975,89.76,3521450,66.19,3752600,25.43,56828490,35.55,27471802,230.69,3989119,94.57,6851600,27.75,42631040,76.24,21699348
30/03/2007,31.29,9434964,13.27,150204215,39.79,5996823,56.4,4139043,88.91,4588206,67.03,6216500,25.53,38926087,35.36,34170491,229.31,3380552,94.26,7638050,27.87,47065600,75.45,24020326
02/04/2007,31.28,8668876,13.38,125552420,40.42,7091398,55.86,6908060,88.83,3440800,66.75,4917200,25.4,33531852,35.29,23496169,229.49,3448632,95.21,5883700,27.74,41977553,76.16,21474768
03/04/2007,31.72,12339884,13.5,146093311,41.19,5968492,55.92,7565074,89.9,3931000,67.24,5065355,25.85,45491561,35.32,32449678,236.54,6518088,96.1,5730800,27.87,42651376,76.8,23627165
04/04/2007,31.62,7848059,13.47,119275478,41.53,4066520,56.31,3600167,90.27,2555455,67.48,3257300,26.1,39977376,35.11,34699940,235.75,3779646,96.21,4277725,28.5,63259241,77.11,20881240
05/04/2007,31.96,13892548,13.53,88935952,41.68,3290494,55.96,4643565,90.5,2997900,67.63,3632707,26.06,29414875,35.02,26625424,235.99,2716305,96.52,3307100,28.55,30196555,77.22,20273089
09/04/2007,31.64,12411792,13.38,103410895,41.66,4182692,56.36,3592481,90.03,3155323,67.34,3780650,26.2,28194765,34.78,26458158,234.34,3063964,96.62,4850581,28.57,31388980,76.8,17669483
10/04/2007,31.69,12799376,13.46,88186308,41.86,3421874,56.41,4464552,90.84,2861717,66.95,3699985,25.99,38578375,34.88,29281701,233.48,2979518,96.46,3596400,28.4,38644935,77.57,18698162
11/04/2007,31.17,16237154,13.23,137433604,41.68,5124457,56.05,4523239,89.97,3464565,66.35,3779732,25.79,43373257,34.95,30512874,232.5,3824385,95.16,5940774,28.11,44367195,76.77,25032025
12/04/2007,31.21,13905515,13.17,165983783,42.27,4756085,56.51,5294969,90.85,2635296,66.64,4017847,25.97,28079908,35.18,30800895,233.93,2711803,95.67,7085294,28.54,43774750,77.39,24258449
13/04/2007,31.41,12009472,12.89,180029703,42.41,3610495,57.36,7326000,91.03,3035644,66.79,3449689,26.68,83199270,35.38,35643788,233.38,2799340,94.93,6027883,28.61,36002840,77.41,19045645
16/04/2007,31.61,14378701,13.06,152353544,45.2,13446410,58.56,6472205,90.31,3747770,66.9,5126326,26.62,51877396,35.36,33809018,237.37,5080883,96.18,6865100,28.73,30742957,78.17,20518464
17/04/2007,32.09,44549759,12.91,188090343,45.07,7416630,58.24,5115700,90.45,3926710,67.66,7919095,26.84,59265020,35.2,38380293,236.64,3216071,97.12,10271833,28.85,33170154,78.4,22772752
18/04/2007,28.31,127898810,12.91,116095938,44.99,4997302,58.44,8385919,93.88,9490622,69.37,9469920,26.87,32157908,35.13,37991225,238.24,5672972,94.8,15871734,28.6,41778741,78.2,17428985
19/04/2007,27.51,45686451,12.9,106613556,44.64,4810410,58.95,7124373,92.99,6192269,68.62,6964783,26.68,29351552,35,40448699,236.06,11225221,94.29,9446948,28.69,44833990,77.46,19092650
20/04/2007,27.46,39789613,13,131349260,44.95,6672286,61,14274223,93.29,6036817,71.82,19017662,26.99,43811754,35.13,58379476,241.48,12223144,94.58,9340296,29.02,61623665,79.76,41109799
23/04/2007,27.88,27268898,13.36,195322771,44.77,7118544,61.15,7559336,93.64,4900720,71.85,10759210,26.58,38520485,34.8,35157854,239.78,5679371,95.21,7247500,28.78,41993027,79.2,23617308
24/04/2007,28.02,25999999,13.32,264109146,44.75,21435247,60.91,8817622,93.67,5762255,72.81,6847555,26.33,53361593,34.76,37467425,239,3699323,98.49,21494578,28.79,34244929,78.6,24886128
25/04/2007,28.06,35585432,13.62,306212928,56.81,104404589,62.32,10412293,94.69,7746459,73.23,5807574,26.78,45187477,35.41,45030260,239.23,3972723,101.46,14827675,28.99,39491836,79.92,28127019
26/04/2007,28.49,32339173,14.12,435074297,62.78,62319560,62.14,9451203,94.26,4840610,73,4511214,26.55,50959013,35.84,46165296,240.83,4132037,100.9,8615188,29.1,69999053,80.55,25991913
27/04/2007,28.34,21099354,14.27,174995506,62.6,50763138,62.14,5486866,94.02,3526724,73.76,6511780,27.03,45179831,36.84,91719551,239.74,2927221,101.17,6141359,30.12,128309968,80.36,16463952
30/04/2007,28.04,17608540,14.26,154361802,61.33,24068486,60.67,9399742,93,3751392,72.62,5221974,26.74,50390506,36.86,50198789,235.93,3645852,102.21,10050699,29.94,67806846,79.38,21749997
01/05/2007,27.73,18318961,14.21,133166425,62.04,18536789,61.32,10964650,93.23,3241600,73.24,5282992,26.86,46230068,37.1,43963118,234.73,3658854,103.17,8672146,30.4,74169921,79.66,24362035
02/05/2007,28.12,16995768,14.34,126880271,61.18,14462141,62.74,8619421,93.83,3476250,73.4,4355288,27.67,57676081,37.31,40929779,233.12,3080494,102.22,7045178,30.61,81308131,79.82,17974245
03/05/2007,28.18,20121161,14.34,144197942,62.19,13511753,63.46,8395143,93.85,3090107,73.36,4349602,27.7,37049891,37.34,28202360,236.85,3596694,102.8,7318750,30.97,82051611,80.68,17916574
04/05/2007,30.98,245789251,14.4,95537288,63.23,14308890,63.39,3754208,93.61,3055905,73.1,3468748,27.91,45894590,37.15,30042832,235.8,3951718,102.96,5469734,30.56,104394842,80.55,19890525
07/05/2007,30.38,41260497,14.85,215577789,60.82,14814070,63.27,2837200,94.56,4018314,72.67,3632588,27.81,46450151,37.24,20778286,233.87,3022311,103.16,5620878,30.71,59890407,80.83,22521820
08/05/2007,30.41,28117107,15.01,196185605,61.83,13560994,63.27,3190000,94.21,4427700,73.43,4548500,28.36,99675256,37.08,26647456,233.64,2908622,103.29,5972400,30.75,60564629,81.38,17957868
09/05/2007,30.22,23546852,15.27,179639635,62.85,8881384,63.28,3213400,94.08,3009722,74.75,5651927,26.51,151632320,37.26,29427253,234.86,3892236,104.38,8408086,30.78,51735395,81.42,19709469
10/05/2007,29.7,26574527,15.33,299441667,60.92,10057149,62.75,5553147,92.8,2664099,73.81,4537420,26.29,59617629,36.78,27346002,230.97,3691513,104.68,8959800,30.58,55398550,79.39,20754171
11/05/2007,30.05,13910127,15.53,163212147,61.56,8010571,62.97,3434320,93.4,2702148,74.88,5549483,26.63,39131718,36.97,20651879,233.6,2940516,105.98,6026250,30.89,43604833,81.23,18837752
14/05/2007,29.31,20900346,15.62,163091845,61.7,7774512,62.42,4400466,93.56,2076797,76.3,8043340,26.29,50565508,36.6,27717281,231.12,3873493,105.57,5732600,30.97,70286755,81.25,17668163
15/05/2007,28.81,22231828,15.36,238813652,60.58,8705528,63.02,5757193,94.34,5005872,76.01,5614050,26.13,43068415,36.64,27736003,229.23,4119544,104.83,6104300,30.9,75036602,81.13,17169750
16/05/2007,29.21,32982311,15.33,281925385,63.22,14521211,63.98,5614370,95.34,4113648,75.95,5897425,26.48,38682597,36.83,26257220,236.54,6563239,105.87,5613508,31.07,45843137,81.45,16414912
17/05/2007,28.57,23567675,15.63,184508324,62.17,11883418,63.56,3041240,96.79,4858820,74.84,7426400,26.28,37159257,36.53,24390168,235.72,4667201,105.31,7720700,30.98,41856216,81.8,19651085
18/05/2007,29.75,35493633,15.72,155345379,63.3,9835752,63.96,4855250,96.63,4234571,74.77,5199400,26.21,40783666,36.96,41490240,235.4,3696999,107.99,9857500,30.83,58452958,83.26,25009990
21/05/2007,29.35,19030940,16,160278090,68.3,36536523,64.27,4986460,96.9,4525340,74.85,4445700,26.4,43447318,37.1,40749458,235.54,6168614,107.04,7534802,31.05,42549100,83.59,25096638
22/05/2007,28.92,19141588,16.22,143205594,68.88,17223428,64.27,3237231,96.48,3783880,75.51,5171000,26.37,40017605,37.34,31560286,238.17,3840233,106.7,5314320,30.69,40015195,82.77,19093878
23/05/2007,28.61,28664524,16.13,228896871,69,42645642,63.99,4596678,95.57,4571083,76.03,5682658,25.97,54847946,37.6,34285014,237.22,5086490,105.58,4396825,30.58,46337287,82.99,19955536
24/05/2007,28.41,19127041,15.81,222183668,69.35,23834226,64.02,6676152,97.42,7450420,75.43,6316294,25.4,67835651,37.38,30740165,237.4,4200474,103.95,6927000,30.17,64053809,82.28,21978232
25/05/2007,28.58,10334577,16.23,158240999,68.55,9987271,63.63,3606650,98.25,3249200,75.71,3337402,25.52,42654760,37.56,23889374,242,5348571,105.18,6123000,30.48,47726716,83.51,17840736
29/05/2007,28.4,13984167,16.34,161522228,69.63,11734474,64.34,3269120,98.5,3298148,75.75,3817457,25.9,39930004,37.4,29199777,243.8,5221872,105.91,5420700,30.79,42377685,82.62,19249358
30/05/2007,28.38,16143695,16.97,370739089,69.86,10590222,65,5704501,100.55,5803806,78.48,8564674,26.39,56031271,37.73,27007414,249.55,7299636,106.93,7401100,31.11,57446053,84,26464635
31/05/2007,28.7,15874325,17.31,325251101,69.14,9317737,64.98,4768120,100.59,4239062,78.58,5738120,26.92,76373833,37.58,37049003,249.2,8927564,106.6,5106300,30.69,86403439,83.17,21116831
01/06/2007,28.78,12401444,16.91,221443390,68.58,7015310,65.07,5078813,99.83,4056950,78.14,6532140,26.86,47544092,37.45,33139927,250.45,4806053,106.54,5289190,30.59,39486131,84.22,20385447
04/06/2007,28.59,13430613,17.33,221998350,70.42,11393575,65.02,3748404,99.98,2718885,78.29,3227500,27.01,32527642,37.81,34914403,253.79,7103954,106.23,4573470,30.72,41437458,84.22,16477610
05/06/2007,28.23,20501364,17.52,230465249,73.65,30510163,64.79,5707738,99.5,3276650,78.65,3480865,27.2,59490917,37.4,40641690,259.68,10459611,105.84,5247000,30.58,44286891,84.26,21242209
06/06/2007,27.44,33559306,17.66,278490289,72.29,15720867,63.74,5384661,98.29,3430670,78.68,5395137,26.6,42876297,37.29,34107941,259.38,7899928,102.41,30774276,30.29,38252861,83.62,21385408
07/06/2007,26.98,34247885,17.72,479516387,72.04,24165794,62.74,6424863,96.84,4713903,77.31,6368448,25.85,68522595,36.76,39383187,257.79,10641285,101.8,14389421,29.62,71980635,81.96,29237166
08/06/2007,27.39,18632640,17.78,310972704,73.24,10207933,63.04,4290978,98.19,3951918,78.52,5266945,26.48,47290924,37.32,30004385,258,6360840,103.07,8223300,30.05,61346669,82.68,23397020
11/06/2007,27.35,14871415,17.17,470185107,71.17,11168133,63.06,4451030,97.55,3345700,78.75,3694052,26.32,24540037,37.46,26469601,255.93,4654821,103.22,7903004,30.02,48485758,83.06,16637910
12/06/2007,27.05,22214546,17.2,356974310,70.07,11842611,62.12,4649544,96.48,5023422,78.08,4579328,26.06,49540392,37.05,32065152,252.64,6423044,102.34,5578530,29.85,56981841,82,21789948
13/06/2007,27.38,31226210,16.79,430734248,70.89,11937973,63.15,4263925,98.47,5334000,79.93,7961800,26.53,43059312,37.64,33344400,252.87,7042609,103.12,6438338,30.39,64472483,83.35,27141186
14/06/2007,27.3,18919820,16.96,243513837,71.94,8249183,63.14,4570300,98.97,3435911,80.73,6189540,26.83,39941415,37.8,34719983,251.67,4624604,103.85,5166300,30.52,59068837,84.77,19599938
15/06/2007,27.31,23823194,17.21,202990669,72.4,9899941,63.77,7128287,98.15,7178349,81.11,5901000,27.39,74482063,38.12,47603488,253.2,6174369,105.09,9432708,30.49,100939583,85.94,30136904
18/06/2007,28.12,72522004,17.87,227971779,71.83,7816426,63.14,3807524,97.4,4109394,81.85,4548454,27.21,45464922,38.07,25515157,257.86,4844965,105.33,6373424,30.51,45632827,86.36,17751448
19/06/2007,27.63,66111775,17.67,236173490,69.81,11913841,63.15,4853100,96.92,5120300,82.49,4052300,27.3,42426886,39.29,77720001,257.41,4384299,106.5,5768300,30.46,46804710,85.84,19531038
20/06/2007,27.66,33518397,17.36,224570395,69.1,9175391,62.05,4035051,96.08,4734000,81.38,4162500,27.2,62300569,39.07,60178341,255.24,4340703,106,6542010,30.01,47089190,82.82,27989704
21/06/2007,27.67,18061511,17.7,216921131,69.67,7610148,62.66,6375839,97.2,6300457,81.47,5411873,27.32,50550591,38.8,48123691,257.31,4410593,106.6,5587800,30.22,57058364,84.3,32173300
22/06/2007,27.38,34923661,17.57,158915162,68.86,8715175,61.79,8427200,95.92,5359189,80.9,5135300,26.92,54270609,38.24,68241984,262.75,7287906,104.44,10822600,29.49,88336474,82.52,39195310
25/06/2007,27.64,21249748,17.48,241517962,68.66,7596179,61.8,5426175,95.57,4334799,80.7,4386500,27.03,44093197,38.21,49239027,263.97,7926891,105.1,8477800,29.49,53914766,82.37,25750455
26/06/2007,27.71,25323971,17.09,336250712,67.48,11249450,61.33,5585077,94.98,4364095,80.29,5537900,27.15,53508976,38.02,44628344,265.4,5690466,105.33,5229600,29.52,48340290,81.82,26925837
27/06/2007,27.58,14096672,17.41,243901756,68.14,8244080,61.53,4573455,94.65,4492500,79.51,7854800,27.27,38408028,38.06,41423697,263.41,6126644,105.43,5403900,29.87,54271648,83.48,25836681
28/06/2007,27.25,17165040,17.22,210600880,68.89,9792599,61.22,6978556,95.16,3507800,79.09,4736600,27.85,78065936,38.12,34142592,262.77,4174304,105.95,5430900,29.83,46189684,83.6,19957062
29/06/2007,27.13,13839670,17.43,284032539,68.41,5317593,61.18,6528539,96.16,5786300,78.3,7513500,27.85,44990284,38.28,44692276,261.61,3881004,105.25,7018355,29.47,71193850,83.88,24728923
02/07/2007,26.86,21132104,17.32,249049955,69.61,4923762,61.79,6016933,96.77,2818431,80.45,4867025,27.89,37013450,38.26,29644886,265.46,3496531,105.01,4702454,29.74,47325822,84.82,20109010
03/07/2007,27,11643386,18.17,290620330,69.45,2223453,62.42,2958300,97.65,2131926,77.99,6266966,28.1,22459292,38.7,21841877,267.44,1871795,106.58,4220100,30.02,35202524,85.36,9444836
05/07/2007,26.99,16077277,18.96,363262732,68.73,4487996,61.38,3458000,98.36,2569600,77.49,4410400,28.37,38776282,38.54,25969149,271.09,4943783,108.05,6671400,29.99,47844443,85.16,17969961
06/07/2007,27.1,12284863,18.9,218623258,68.97,4616431,61.51,3401520,98.88,2591555,78.81,4733100,28.47,34529015,38.48,29817892,269.97,2747044,109.03,8977138,29.97,57542181,86.46,22994229
09/07/2007,27.2,17518744,18.62,248955014,72.07,14819543,62.44,4884750,99.9,5717478,79.83,6499300,28.45,33284588,38.62,30673142,271.55,3731529,108.97,6046268,29.87,33831755,87.44,19191388
10/07/2007,26.97,24640300,18.91,313752481,70.28,8885887,60.3,9896163,100.25,6683300,81.22,10014122,28.31,39572594,37.9,39457141,271.94,3856200,108.63,6209300,29.33,66018691,86.5,25992170
11/07/2007,26.69,21971546,18.91,205442888,70.73,6593554,60.28,7928200,100.12,4608300,82.17,6649100,28.76,42390223,38.2,33287343,272.51,3311848,109.1,5889600,29.49,48016935,87.29,20305597
12/07/2007,26.96,20082301,19.15,176151549,72.79,11452247,63.33,9537100,100.78,4571360,84.09,7164075,29.8,91923049,39,45038388,272.94,3443154,109.28,9544093,30.07,54302314,89.62,24762136
13/07/2007,26.58,18523900,19.68,226881067,75.1,12502158,62.83,6013100,101.88,4250100,85.13,6341300,29.89,56228865,39.5,76036773,276.36,5237139,108.6,7124067,29.82,42169549,90.33,22922811
16/07/2007,26.7,30804443,19.73,234028137,73.69,8334866,61.88,4823957,102.07,3406801,85.9,6032870,29.89,44305495,40.12,40424400,276.77,6601545,109.66,8866296,30.03,48023159,89.7,22408599
17/07/2007,27.53,53656098,19.84,177489284,73.79,6085873,64.74,10397103,102.05,3357600,86.47,5679700,29.73,37508577,40.71,58070718,277.78,4331404,110.77,7619829,30.78,77539532,89.09,23492784
18/07/2007,26.2,65141119,19.73,189349370,73.32,6291724,65.05,9492952,101.82,4331029,86.23,7014854,29.44,47982733,40.45,49819176,275.02,6084148,111.08,10154029,30.92,64436562,91.15,30708917
19/07/2007,26.03,29538470,20,183222312,73.35,5278241,65.55,6084851,102.48,2603190,86.98,6260136,29.94,53279768,40.71,29771151,274.57,11127140,115.86,17284009,31.51,121165267,92.29,25243114
20/07/2007,25.35,38058077,20.54,291742283,71.63,9134183,64.51,7313882,103.86,6652004,83.2,38721885,29.59,45821646,40.12,49281044,260.32,17773613,114.81,11706300,31.16,98293458,91.94,30820431
23/07/2007,24.99,26631459,20.53,259122122,71.74,9267706,64.66,7266752,104.04,4041800,82,10071580,30.26,63484024,40.82,33443157,256.51,6356603,116.38,8043200,31.19,48910516,93.44,24376064
24/07/2007,24.84,29027049,19.27,451276735,69.25,26343703,61.17,12173169,103.8,5535397,81.66,8274612,29.76,71609370,40.22,46059658,257.26,5741426,116.17,10499791,30.8,62257737,90.84,31846058
25/07/2007,24.68,21909270,19.61,407778336,86.18,60514277,61.73,8240072,107.23,10403624,80.5,9410205,29.91,53129093,40.42,42142263,255.13,5556426,118.1,11342618,30.71,55078953,92.79,31465486
26/07/2007,24.03,33433899,20.86,547388051,84.01,23459385,60.26,14111433,103.7,10512882,78.29,11727186,29.67,76010527,39.53,63228750,254.25,6894330,116.53,16880753,29.98,87616427,88.23,45620904
27/07/2007,23.49,35749713,20.55,290061282,84.04,13939690,58.55,13403800,103.71,7756700,76.02,12588965,28.97,65822241,38.79,48116990,256.2,5472989,115.62,18138635,29.39,69202585,85.59,41077636
30/07/2007,23.62,20980289,20.2,277134788,82.7,12880155,60.14,9060600,105.54,6301326,77.04,6768097,29.49,44473678,39.27,40083558,258.31,3967248,114.52,15096604,29.4,67516665,86.01,35269128
31/07/2007,23.25,21581479,18.82,442770699,78.54,14107020,58.54,12150800,103.43,6896479,78.8,11029288,28.91,53762835,38.76,42778378,255.25,4270981,110.65,17816454,28.99,66686253,85.13,33888755
01/08/2007,23.25,22042743,19.29,437849524,77.31,16921505,59.63,10756149,104.53,6943860,80.13,10205070,29.77,60423624,38.95,53567777,256.73,4428166,112.04,12390245,29.3,80011828,85.84,38860401
02/08/2007,23.36,21115726,19.5,213448893,79.71,10366601,60.91,8367300,105.93,4759079,80.67,6634873,30.13,57791116,39.03,37060200,255.76,3156501,113.23,11322857,29.52,47993718,85.18,37071522
03/08/2007,22.92,19703350,18.84,169668303,76.8,7987476,57.49,14938256,104.24,5466800,78.96,7816963,29.46,51301944,38.06,47530641,251.75,3176102,111.89,9571245,28.96,61536534,82.08,36197467
06/08/2007,22.97,28958449,19.32,231477869,79,9005183,60.23,17552100,104.34,6308181,81,7033530,29.5,71378962,39.1,52644083,255.25,3651924,113.89,7245595,29.54,59533556,83.54,40558262
07/08/2007,23.44,20086935,19.29,237868946,79.14,8067577,60.43,13139000,103.22,5307532,80.44,6449713,29.69,81727230,39.48,46747525,258.27,4267391,113.53,8022621,29.55,49237104,85.7,35925119
08/08/2007,23.87,17203280,19.14,202070134,77.78,8244747,62.96,13356000,102.72,5820873,80.9,6859597,31.68,193471085,40.46,46490900,263.15,4068931,112.98,7681519,30,52902321,87.9,36572770
09/08/2007,23.8,24059713,18.06,281702575,74.11,8349510,60.65,17310300,98.3,8725750,78.48,8140213,31.4,102408626,38.94,59974200,257.62,4849116,110.73,9086785,29.3,72980425,83.6,35970191
10/08/2007,23.94,22939798,17.86,352683254,74.78,9067161,60.78,16210100,98.44,11406193,77.55,8463980,31.39,82952052,38.23,85565218,258.13,5884448,112.64,9592142,28.71,76581507,84.51,32828617
13/08/2007,24.57,21318361,18.26,188527906,74.87,6069952,59.45,9661250,100.05,6144700,77.9,3866700,30.83,76586004,38.17,42033800,258.01,3179214,112.71,6135600,28.63,55641506,82.92,25352000
14/08/2007,23.72,18709661,17.72,184790893,73.45,5946273,57.3,11376800,97.63,4854417,76.77,5190900,30.26,86429465,37.68,44155600,254.55,3634035,112.05,5615443,28.27,42945035,83.13,30063921
15/08/2007,23.32,18769402,17.13,248212657,72.38,6375840,56.74,10352233,95.51,5328791,74.95,7455822,29.92,67223059,36.9,54280959,249.02,5409677,111.23,11640523,28.1,48119873,81.69,27625883
16/08/2007,22.76,29652202,16.72,466674796,72.79,10789226,58.17,17405800,92.74,14713536,73,16053007,29.3,103118703,37.2,65694350,246.01,8645559,109.69,16723398,27.81,81452954,80.67,49380409
17/08/2007,23.54,19529174,17.44,298724104,75.02,7242710,58.89,13244900,95.93,8419319,72.64,10763560,29.99,78471822,38.45,62389640,250.27,5481730,110.9,15277058,28.25,76746957,84.14,36059824
20/08/2007,23.34,13344499,17.46,200880778,74.7,5917172,58.68,6323900,97.21,4813500,74.05,6780400,29.76,50697269,38.22,40280900,249.21,2698225,109.22,9840612,28.26,49954669,84.53,23577169
21/08/2007,23.04,25962884,18.22,325761765,77.49,8432279,59.14,6913300,96.95,3254621,74.28,4737880,30.1,39862921,38.35,35184600,253.56,3618508,109.04,8458500,28.07,50786152,83.15,23978056
22/08/2007,23.23,18763603,18.93,265441603,78.5,6853563,60.13,8487600,97.99,4185700,75.3,5237600,30.26,39826235,39.14,38515255,256.63,3255994,110,6330400,28.22,44763417,83.58,22532100
23/08/2007,23.13,15605130,18.72,216709066,77.3,5667890,60.03,5901300,96.74,4377100,75.17,5548600,30.27,38036035,39.12,33114150,256.35,3077240,111.45,8271000,28.3,33886569,83.75,24174100
24/08/2007,23.59,11191004,19.33,227902983,79.25,5666404,60.89,4784997,98.47,4350304,76.32,3483400,30.73,33966028,39.41,34820260,257.76,2472653,113.24,7058700,28.81,45162553,85.69,21041800
27/08/2007,23.03,16532857,18.89,176860712,78.65,6952389,59.96,4405334,98.54,3270605,76,3136310,31.1,43422027,39,22993394,256.89,2325049,113.44,4921802,28.49,32791057,85.12,16248788
28/08/2007,22.52,18030525,18.12,294842555,76.22,5767522,57.35,10827200,95.65,5336400,74.16,4653200,30.41,41973052,38.05,37498400,253.45,3275023,112,6006667,27.93,43924387,83,25860100
29/08/2007,22.55,24602200,19.15,291720989,79.05,5079559,58.14,9129000,96.9,5131700,75.04,4401300,31,39610246,38.71,41461156,256.7,2550539,114.57,7050800,28.59,45755145,85.23,23585200
