Date,AABA_Close,AABA_Volume,AAPL_Close,AAPL_Volume,AMZN_Close,AMZN_Volume,AXP_Close,AXP_Volume,BA_Close,BA_Volume,CAT_Close,CAT_Volume,CSCO_Close,CSCO_Volume,GE_Close,GE_Volume,GOOGL_Close,GOOGL_Volume,IBM_Close,IBM_Volume,MSFT_Close,MSFT_Volume,XOM_Close,XOM_Volume
10/03/2006,30.58,28994624,9.03,260848945,36.22,4973080,54.23,4243400,74.79,3029200,70.95,5996900,20.82,48471016,33.65,25770300,168.92,19335603,81.57,4787200,27.17,41310878,59.18,20252800
13/03/2006,30.15,18442605,9.38,215353642,36.19,3278041,53.84,4301900,74.84,3658300,71,3401500,20.86,46528916,33.67,19519300,168.7,13647636,81.93,4571400,27.11,40342996,59.64,16885400
14/03/2006,30.99,19303466,9.62,160606033,36.91,4185116,53.96,4237100,75.45,2617900,71.94,4048600,21.25,55412595,33.78,19758000,175.76,18462895,82.88,4532700,27.23,39998399,60.81,18405400
15/03/2006,30.53,20766370,9.46,223075713,36.89,2801857,54.02,2821700,76.05,2623300,74.29,5212600,21.44,48519486,34.42,36577200,172.42,12772794,83.38,5370400,27.36,57159425,61.02,17999200
16/03/2006,30.13,17114520,9.19,187491724,36.77,4822824,54.12,3365000,76.73,2633500,74.9,5802800,21.25,55454141,34.38,31356500,169.55,10021478,82.87,4299500,27.27,73798629,61.64,18976400
17/03/2006,30.07,23650513,9.24,203339045,35.99,6887708,54.65,5720300,77.85,4535500,76.23,7015600,21.62,62109155,34.51,40595800,170.06,8558663,83.3,6414500,27.5,120617680,61.05,26912800
20/03/2006,30.44,21457111,9.14,151394348,36.23,6170820,54.12,2893000,78.18,3363500,75.85,4217900,21.68,34526730,34.5,16126300,174.27,10415814,83.58,3870300,27.89,67095079,60.66,16775400
21/03/2006,30.11,18876317,8.83,336340998,35.92,6671525,53.59,5350200,78.26,4118800,74.31,4594400,21.41,49443318,34.34,20038900,170.13,9858099,83.81,7404300,27.74,73199528,60.72,20732700
22/03/2006,30.75,23151137,8.81,336610162,36,4301878,53.55,3542700,78.61,2525300,76.21,3636000,21.42,35799677,34.53,16153000,170.28,7600389,84.45,4968600,27.15,146028255,61.05,16101600
23/03/2006,31.83,33944220,8.59,357384216,35.68,4044958,53.1,4385800,77.9,2285900,76.26,4874800,21.41,37039278,34.12,20583900,171.12,7784834,83.2,5105800,26.85,73794286,61.25,15432600
